Team,Madness,Years,AST,TO,Ratio,TPG,3FG%,PTS,PPG,ORebs,DRebs,REB,RPG,FGM_y,FGA_y,FT,FTA,FT%
Miami (FL) (ACC),0.0,14-15,488,385,1.27,10.13157894736842,35.8,"2,592",68.2,377,940,"1,317",34.66,878,"2,053",544,729,74.6
UCLA (Pac-12),1.0,14-15,498,430,1.16,11.944444444444445,36.8,"2,590",71.9,440,927,"1,367",37.97,930,"2,099",507,750,67.6
USC Upstate (ASUN),0.0,14-15,534,390,1.37,10.833333333333334,33.6,"2,579",71.6,482,890,"1,372",38.11,938,"2,124",413,631,65.5
South Dakota St. (Summit League),0.0,14-15,428,399,1.07,11.4,38.3,"2,570",73.4,337,917,"1,254",35.83,867,"1,918",556,780,71.3
Kansas (Big 12),1.0,14-15,475,463,1.03,12.86111111111111,37.9,"2,561",71.1,426,938,"1,364",37.89,869,"1,976",610,842,72.4
Evansville (MVC),0.0,14-15,574,456,1.26,12.666666666666666,35.5,"2,552",70.9,284,884,"1,168",32.44,899,"1,854",601,803,74.8
Hawaii (Big West),0.0,14-15,465,467,1.0,13.342857142857143,32.2,"2,551",72.9,421,810,"1,231",35.17,901,"2,056",523,762,68.6
West Virginia (Big 12),1.0,14-15,494,453,1.09,12.942857142857145,31.6,"2,542",72.6,575,697,"1,272",36.34,872,"2,138",571,863,66.2
Delaware St. (MEAC),0.0,14-15,430,484,0.89,13.444444444444445,35.3,"2,533",70.4,423,953,"1,376",38.22,888,"2,122",475,672,70.7
Davidson (Atlantic 10),1.0,14-15,547,303,1.81,9.46875,39.1,"2,529",79.0,335,809,"1,144",35.75,898,"1,924",390,553,70.5
NC State (ACC),1.0,14-15,415,375,1.11,10.416666666666666,35.6,"2,525",70.1,435,934,"1,369",38.03,895,"2,054",499,727,68.6
Central Mich. (MAC),0.0,14-15,448,325,1.38,10.15625,37.3,"2,504",78.3,327,753,"1,080",33.75,848,"1,816",486,670,72.5
Oklahoma (Big 12),1.0,14-15,430,419,1.03,11.971428571428572,34.3,"2,501",71.5,389,943,"1,332",38.06,885,"2,035",495,668,74.1
Georgia St. (Sun Belt),1.0,14-15,479,366,1.31,10.457142857142856,33.3,"2,499",71.4,322,794,"1,116",31.89,902,"1,878",521,719,72.5
Utah (Pac-12),1.0,14-15,489,407,1.2,11.628571428571428,40.4,"2,496",71.3,322,882,"1,204",34.4,849,"1,760",534,760,70.3
Louisville (ACC),1.0,14-15,419,408,1.03,11.333333333333334,30.7,"2,483",69.0,454,897,"1,351",37.53,878,"2,048",529,792,66.8
Toledo (MAC),0.0,14-15,432,405,1.07,12.272727272727272,36.6,"2,483",75.2,360,844,"1,204",36.48,863,"1,837",562,757,74.2
UAB (CUSA),1.0,14-15,516,482,1.07,13.38888888888889,33.3,"2,476",68.8,434,888,"1,322",36.72,873,"2,042",528,715,73.8
Radford (Big South),0.0,14-15,450,408,1.1,12.0,33.4,"2,476",72.8,411,829,"1,240",36.47,892,"1,946",480,695,69.1
Ole Miss (SEC),1.0,14-15,450,378,1.19,11.117647058823527,33.2,"2,475",72.8,430,854,"1,284",37.76,848,"2,003",559,723,77.3
Vanderbilt (SEC),0.0,14-15,541,452,1.2,12.914285714285716,39.2,"2,472",70.6,339,845,"1,184",33.83,838,"1,775",541,764,70.8
Buffalo (MAC),1.0,14-15,433,378,1.15,11.454545454545457,34.1,"2,462",74.6,420,840,"1,260",38.18,837,"1,922",589,819,71.9
Wichita St. (MVC),1.0,14-15,476,327,1.46,9.342857142857143,35.7,"2,460",70.3,415,830,"1,245",35.57,860,"1,933",501,715,70.1
ULM (Sun Belt),0.0,14-15,497,439,1.13,11.552631578947368,30.3,"2,454",64.6,436,964,"1,400",36.84,923,"2,162",416,583,71.4
Colorado St. (Mountain West),0.0,14-15,499,361,1.38,10.617647058823527,35.1,"2,454",72.2,411,876,"1,287",37.85,837,"1,901",535,794,67.4
Belmont (OVC),1.0,14-15,504,451,1.12,13.666666666666666,38.0,"2,450",74.2,307,786,"1,093",33.12,858,"1,803",405,585,69.2
Oakland (Horizon),0.0,14-15,517,416,1.24,12.606060606060606,36.2,"2,450",74.2,340,769,"1,109",33.61,857,"1,854",477,695,68.6
Minnesota (Big Ten),0.0,14-15,519,400,1.3,12.12121212121212,38.1,"2,449",74.2,352,735,"1,087",32.94,890,"1,924",426,634,67.2
Dayton (Atlantic 10),1.0,14-15,490,415,1.18,11.52777777777778,35.7,"2,439",67.8,255,866,"1,121",31.14,810,"1,755",580,846,68.6
Coastal Carolina (Big South),1.0,14-15,385,399,0.96,11.735294117647058,36.0,"2,438",71.7,447,889,"1,336",39.29,836,"1,899",538,780,69.0
Temple (AAC),0.0,14-15,457,352,1.3,9.513513513513514,30.4,"2,436",65.8,453,957,"1,410",38.11,833,"2,149",535,765,69.9
Eastern Mich. (MAC),0.0,14-15,371,411,0.9,11.742857142857142,31.0,"2,429",69.4,403,868,"1,271",36.31,806,"1,963",587,817,71.8
Lafayette (Patriot),1.0,14-15,514,366,1.4,11.090909090909092,40.8,"2,426",73.5,282,735,"1,017",30.82,872,"1,799",421,549,76.7
LSU (SEC),1.0,14-15,516,476,1.08,14.424242424242424,33.9,"2,423",73.4,401,893,"1,294",39.21,892,"1,962",450,658,68.4
St. Francis Brooklyn (NEC),0.0,14-15,431,459,0.94,13.114285714285714,29.5,"2,418",69.1,521,840,"1,361",38.89,837,"2,005",549,809,67.9
Morehead St. (OVC),0.0,14-15,495,462,1.07,13.588235294117649,34.4,"2,418",71.1,422,783,"1,205",35.44,854,"1,930",490,684,71.6
Maryland (Big Ten),1.0,14-15,376,431,0.87,12.314285714285717,37.6,"2,417",69.1,314,909,"1,223",34.94,781,"1,777",597,790,75.6
VMI (SoCon),0.0,14-15,408,449,0.91,14.966666666666669,31.7,"2,415",80.5,434,744,"1,178",39.27,829,"2,074",415,607,68.4
William & Mary (CAA),0.0,14-15,487,379,1.28,11.484848484848484,39.8,"2,414",73.2,248,817,"1,065",32.27,834,"1,726",453,617,73.4
Robert Morris (NEC),1.0,14-15,428,467,0.92,13.342857142857143,37.5,"2,414",69.0,367,795,"1,162",33.2,854,"1,926",485,684,70.9
High Point (Big South),0.0,14-15,487,376,1.3,11.393939393939394,38.5,"2,407",72.9,323,763,"1,086",32.91,862,"1,816",477,649,73.5
Western Mich. (MAC),0.0,14-15,424,406,1.04,11.941176470588236,36.4,"2,401",70.6,338,770,"1,108",32.59,819,"1,802",527,750,70.3
Northeastern (CAA),1.0,14-15,500,483,1.04,13.8,38.6,"2,397",68.5,297,863,"1,160",33.14,838,"1,725",518,713,72.7
Boise St. (Mountain West),1.0,14-15,409,348,1.18,10.235294117647058,39.2,"2,390",70.3,298,821,"1,119",32.91,831,"1,823",431,591,72.9
Texas Southern (SWAC),1.0,14-15,375,454,0.83,12.971428571428572,32.2,"2,390",68.3,394,799,"1,193",34.09,818,"1,840",569,861,66.1
UT Martin (OVC),0.0,14-15,441,394,1.12,11.588235294117649,39.4,"2,390",70.3,332,843,"1,175",34.56,855,"1,838",412,582,70.8
Norfolk St. (MEAC),0.0,14-15,459,460,1.0,13.529411764705882,34.6,"2,385",70.1,370,854,"1,224",36.0,850,"1,801",495,751,65.9
Illinois St. (MVC),0.0,14-15,408,449,0.91,12.82857142857143,34.4,"2,385",68.1,439,817,"1,256",35.89,846,"1,946",481,674,71.4
Akron (MAC),0.0,14-15,435,422,1.03,12.057142857142855,35.0,"2,382",68.1,420,829,"1,249",35.69,824,"1,982",406,617,65.8
Auburn (SEC),0.0,14-15,376,452,0.83,12.914285714285716,34.7,"2,378",67.9,356,748,"1,104",31.54,760,"1,880",606,910,66.6
Oral Roberts (Summit League),0.0,14-15,376,396,0.95,11.647058823529411,35.7,"2,377",69.9,363,794,"1,157",34.03,798,"1,859",576,801,71.9
Eastern Ky. (OVC),0.0,14-15,495,374,1.32,11.333333333333334,35.7,"2,373",71.9,225,651,876,26.55,818,"1,763",438,562,77.9
Purdue (Big Ten),1.0,14-15,505,444,1.14,13.058823529411764,32.7,"2,373",69.8,409,840,"1,249",36.74,827,"1,840",524,767,68.3
Iowa (Big Ten),1.0,14-15,482,377,1.28,11.088235294117649,33.3,"2,372",69.8,422,852,"1,274",37.47,821,"1,905",538,723,74.4
Providence (Big East),1.0,14-15,474,407,1.16,11.970588235294118,31.3,"2,370",69.7,411,817,"1,228",36.12,828,"1,889",543,768,70.7
NJIT (Independent),0.0,14-15,492,450,1.09,13.636363636363637,37.6,"2,368",71.8,319,792,"1,111",33.67,808,"1,768",473,680,69.6
Valparaiso (Horizon),1.0,14-15,443,422,1.05,12.411764705882351,38.1,"2,366",69.6,397,879,"1,276",37.53,837,"1,836",456,676,67.5
Charlotte (CUSA),0.0,14-15,437,435,1.0,13.59375,37.6,"2,362",73.8,381,785,"1,166",36.44,858,"1,854",445,685,65.0
Sacred Heart (NEC),0.0,14-15,469,439,1.07,13.71875,31.9,"2,360",73.8,401,824,"1,225",38.28,874,"1,911",443,685,64.7
Arizona St. (Pac-12),0.0,14-15,431,474,0.91,13.941176470588236,35.0,"2,360",69.4,365,819,"1,184",34.82,809,"1,818",511,766,66.7
Winthrop (Big South),0.0,14-15,388,387,1.0,12.09375,35.8,"2,356",73.6,332,795,"1,127",35.22,812,"1,810",481,664,72.4
George Washington (Atlantic 10),0.0,14-15,408,420,0.97,12.0,35.2,"2,354",67.3,422,856,"1,278",36.51,827,"1,887",508,754,67.4
SMU (AAC),1.0,14-15,524,426,1.23,12.529411764705882,36.3,"2,350",69.1,388,856,"1,244",36.59,832,"1,750",541,770,70.3
Baylor (Big 12),1.0,14-15,497,434,1.15,12.764705882352942,37.7,"2,349",69.1,497,836,"1,333",39.21,813,"1,874",487,723,67.4
Montana (Big Sky),0.0,14-15,466,391,1.19,11.848484848484848,37.2,"2,347",71.1,295,760,"1,055",31.97,828,"1,786",417,581,71.8
Hampton (MEAC),1.0,14-15,372,494,0.75,14.114285714285714,30.4,"2,346",67.0,416,876,"1,292",36.91,796,"1,959",560,859,65.2
Butler (Big East),1.0,14-15,387,376,1.03,11.058823529411764,35.6,"2,346",69.0,408,831,"1,239",36.44,814,"1,882",526,767,68.6
Colorado (Pac-12),0.0,14-15,400,450,0.89,13.235294117647058,33.5,"2,345",69.0,400,869,"1,269",37.32,812,"1,861",542,760,71.3
St. John's (NY) (Big East),1.0,14-15,408,352,1.16,10.666666666666666,34.8,"2,343",71.0,337,828,"1,165",35.3,835,"1,890",475,687,69.1
Sacramento St. (Big Sky),0.0,14-15,466,355,1.31,10.757575757575758,40.8,"2,342",71.0,276,698,974,29.52,841,"1,729",452,614,73.6
Georgetown (Big East),1.0,14-15,427,415,1.03,12.575757575757576,35.3,"2,340",70.9,367,785,"1,152",34.91,799,"1,753",541,769,70.4
Bucknell (Patriot),0.0,14-15,446,377,1.18,11.088235294117649,38.5,"2,339",68.8,340,805,"1,145",33.68,800,"1,828",506,726,69.7
Detroit Mercy (Horizon),0.0,14-15,444,436,1.02,13.212121212121213,38.4,"2,334",70.7,343,766,"1,109",33.61,840,"1,889",423,619,68.3
Mercer (SoCon),0.0,14-15,468,377,1.24,10.771428571428572,34.6,"2,334",66.7,385,806,"1,191",34.03,808,"1,840",506,736,68.8
Wofford (SoCon),1.0,14-15,461,379,1.22,10.82857142857143,37.2,"2,331",66.6,324,815,"1,139",32.54,818,"1,802",473,688,68.8
Elon (CAA),0.0,14-15,394,440,0.9,13.333333333333334,35.1,"2,329",70.6,355,796,"1,151",34.88,807,"1,906",475,695,68.3
Chattanooga (SoCon),0.0,14-15,384,418,0.92,13.0625,35.0,"2,325",72.7,371,747,"1,118",34.94,793,"1,753",522,762,68.5
Loyola Chicago (MVC),0.0,14-15,489,466,1.05,12.594594594594597,39.2,"2,324",62.8,291,787,"1,078",29.14,841,"1,776",418,608,68.8
New Mexico St. (WAC),1.0,14-15,406,470,0.86,13.823529411764708,36.7,"2,316",68.1,428,771,"1,199",35.26,808,"1,748",535,771,69.4
Portland (WCC),0.0,14-15,486,402,1.21,12.181818181818182,37.6,"2,315",70.2,389,784,"1,173",35.55,810,"1,825",479,668,71.7
Kent St. (MAC),0.0,14-15,368,393,0.94,11.228571428571428,36.1,"2,313",66.1,405,817,"1,222",34.91,797,"1,868",469,713,65.8
Richmond (Atlantic 10),0.0,14-15,469,346,1.36,9.885714285714286,34.0,"2,313",66.1,240,785,"1,025",29.29,834,"1,821",414,600,69.0
Longwood (Big South),0.0,14-15,397,489,0.81,14.382352941176473,36.9,"2,311",68.0,325,747,"1,072",31.53,809,"1,899",418,580,72.1
South Dakota (Summit League),0.0,14-15,388,372,1.04,11.272727272727272,36.0,"2,309",70.0,384,785,"1,169",35.42,811,"1,924",475,650,73.1
Idaho (Big Sky),0.0,14-15,405,360,1.13,12.0,41.3,"2,301",76.7,312,774,"1,086",36.2,805,"1,726",455,642,70.9
Manhattan (MAAC),1.0,14-15,460,481,0.96,14.575757575757576,33.6,"2,300",69.7,345,720,"1,065",32.27,756,"1,748",573,829,69.1
UC Irvine (Big West),1.0,14-15,480,396,1.21,11.647058823529411,38.9,"2,295",67.5,329,869,"1,198",35.24,854,"1,851",370,541,68.4
Cleveland St. (Horizon),0.0,14-15,454,408,1.11,12.0,38.2,"2,294",67.5,353,752,"1,105",32.5,826,"1,820",395,576,68.6
UNC Greensboro (SoCon),0.0,14-15,400,414,0.97,12.545454545454543,36.1,"2,290",69.4,364,774,"1,138",34.48,838,"1,895",398,613,64.9
Stony Brook (America East),0.0,14-15,420,416,1.01,11.885714285714286,33.2,"2,290",65.4,488,907,"1,395",39.86,835,"1,999",429,647,66.3
Texas (Big 12),1.0,14-15,442,435,1.02,12.794117647058824,33.9,"2,290",67.4,422,929,"1,351",39.74,796,"1,837",486,671,72.4
Youngstown St. (Horizon),0.0,14-15,450,374,1.2,11.6875,35.4,"2,287",71.5,315,741,"1,056",33.0,807,"1,826",465,670,69.4
Middle Tenn. (CUSA),0.0,14-15,396,469,0.84,13.02777777777778,35.9,"2,285",63.5,386,829,"1,215",33.75,773,"1,867",497,710,70.0
Western Ky. (CUSA),0.0,14-15,456,413,1.1,12.90625,36.2,"2,285",71.4,363,827,"1,190",37.19,793,"1,824",451,690,65.4
UTEP (CUSA),0.0,14-15,452,406,1.11,12.303030303030305,36.6,"2,282",69.2,312,828,"1,140",34.55,800,"1,717",497,752,66.1
UNI (MVC),1.0,14-15,413,363,1.14,10.371428571428572,39.8,"2,281",65.2,254,817,"1,071",30.6,776,"1,618",472,644,73.3
Illinois (Big Ten),0.0,14-15,389,328,1.19,9.93939393939394,35.5,"2,281",69.1,351,783,"1,134",34.36,786,"1,903",471,593,79.4
Alabama (SEC),0.0,14-15,350,407,0.86,11.970588235294118,31.7,"2,280",67.1,325,797,"1,122",33.0,760,"1,724",539,752,71.7
Vermont (America East),0.0,14-15,446,442,1.01,13.0,35.5,"2,279",67.0,274,855,"1,129",33.21,801,"1,701",495,715,69.2
Pittsburgh (ACC),0.0,14-15,561,336,1.67,9.882352941176473,33.9,"2,279",67.0,407,729,"1,136",33.41,835,"1,866",445,650,68.5
N.C. Central (MEAC),0.0,14-15,461,414,1.11,12.545454545454543,36.9,"2,278",69.0,312,809,"1,121",33.97,813,"1,668",433,632,68.5
Charleston So. (Big South),0.0,14-15,397,354,1.12,11.419354838709678,34.1,"2,277",73.5,403,768,"1,171",37.77,777,"1,846",435,633,68.7
South Alabama (Sun Belt),0.0,14-15,353,474,0.74,14.363636363636363,33.4,"2,275",68.9,360,815,"1,175",35.61,762,"1,813",537,764,70.3
Penn St. (Big Ten),0.0,14-15,336,414,0.81,12.176470588235292,33.4,"2,273",66.9,354,847,"1,201",35.32,795,"1,893",456,656,69.5
Old Dominion (CUSA),0.0,14-15,472,377,1.25,10.771428571428572,32.5,"2,273",64.9,438,829,"1,267",36.2,836,"1,935",394,592,66.6
A&M-Corpus Christi (Southland),0.0,14-15,354,430,0.82,12.647058823529411,33.1,"2,266",66.6,333,768,"1,101",32.38,748,"1,678",605,881,68.7
UC Davis (Big West),0.0,14-15,425,427,1.0,13.34375,44.7,"2,263",70.7,255,740,995,31.09,775,"1,583",439,598,73.4
Southern U. (SWAC),0.0,14-15,359,462,0.78,13.2,31.0,"2,259",64.5,406,857,"1,263",36.09,801,"1,895",507,775,65.4
UC Santa Barbara (Big West),0.0,14-15,503,360,1.4,10.909090909090908,37.4,"2,258",68.4,352,782,"1,134",34.36,806,"1,836",421,572,73.6
Green Bay (Horizon),0.0,14-15,466,391,1.19,11.848484848484848,29.4,"2,252",68.2,369,807,"1,176",35.64,829,"1,808",453,705,64.3
Western Caro. (SoCon),0.0,14-15,375,435,0.86,13.59375,34.2,"2,251",70.3,401,729,"1,130",35.31,799,"1,839",456,651,70.0
UNLV (Mountain West),0.0,14-15,453,376,1.2,11.393939393939394,36.9,"2,250",68.2,301,869,"1,170",35.45,808,"1,816",398,600,66.3
Georgia (SEC),1.0,14-15,411,420,0.98,12.727272727272728,34.2,"2,250",68.2,360,900,"1,260",38.18,747,"1,730",572,826,69.2
TCU (Big 12),0.0,14-15,435,395,1.1,11.969696969696969,32.7,"2,249",68.2,445,769,"1,214",36.79,791,"1,809",517,841,61.5
UConn (AAC),0.0,14-15,416,404,1.03,11.542857142857144,35.5,"2,243",64.1,331,847,"1,178",33.66,800,"1,824",417,590,70.7
Northern Colo. (Big Sky),0.0,14-15,370,313,1.18,10.433333333333334,38.1,"2,242",74.7,342,636,978,32.6,804,"1,691",430,602,71.4
UNC Asheville (Big South),0.0,14-15,423,437,0.97,14.096774193548388,35.7,"2,242",72.3,353,768,"1,121",36.16,780,"1,774",449,619,72.5
UNCW (CAA),0.0,14-15,368,395,0.93,12.34375,34.8,"2,239",70.0,359,771,"1,130",35.31,810,"1,834",457,677,67.5
Texas A&M (SEC),0.0,14-15,485,410,1.18,12.424242424242424,34.7,"2,236",67.8,374,823,"1,197",36.27,805,"1,778",445,676,65.8
Lipscomb (ASUN),0.0,14-15,432,412,1.05,13.290322580645162,32.9,"2,232",72.0,345,767,"1,112",35.87,741,"1,769",497,715,69.5
North Carolina (ACC),1.0,15-16,712,431,1.65,10.775,32.7,"3,311",82.8,568,"1,056","1,624",40.6,"1,235","2,561",617,826,74.7
Villanova (Big East),1.0,15-16,637,440,1.45,11.0,36.2,"3,118",78.0,351,"1,034","1,385",34.63,"1,086","2,247",599,766,78.2
BYU (WCC),0.0,15-16,611,434,1.41,11.72972972972973,38.2,"3,093",83.6,441,"1,073","1,514",40.92,"1,096","2,369",571,827,69.0
Kansas (Big 12),1.0,15-16,604,478,1.26,12.578947368421051,41.8,"3,089",81.3,402,"1,041","1,443",37.97,"1,092","2,207",601,843,71.3
Oakland (Horizon),0.0,15-16,545,399,1.37,11.4,39.8,"3,023",86.4,399,975,"1,374",39.26,"1,002","2,186",703,913,77.0
Green Bay (Horizon),1.0,15-16,500,441,1.13,12.25,34.9,"3,013",83.7,458,927,"1,385",38.47,"1,048","2,350",662,"1,007",65.7
Oregon (Pac-12),1.0,15-16,517,431,1.2,11.342105263157896,34.3,"2,990",78.7,442,940,"1,382",36.37,"1,041","2,230",648,907,71.4
Oklahoma (Big 12),1.0,15-16,537,484,1.11,13.08108108108108,42.2,"2,948",79.7,407,"1,011","1,418",38.32,"1,018","2,225",530,734,72.2
Duke (ACC),1.0,15-16,480,354,1.36,9.833333333333334,38.5,"2,920",81.1,426,873,"1,299",36.08,983,"2,135",626,866,72.3
Indiana (Big Ten),1.0,15-16,560,474,1.18,13.542857142857144,41.6,"2,891",82.6,414,874,"1,288",36.8,"1,021","2,034",504,689,73.1
Nevada (Mountain West),0.0,15-16,478,495,0.97,13.026315789473683,30.7,"2,878",75.7,459,"1,076","1,535",40.39,973,"2,293",730,992,73.6
George Washington (Atlantic 10),0.0,15-16,535,426,1.26,11.210526315789474,37.1,"2,875",75.7,453,989,"1,442",37.95,980,"2,194",646,858,75.3
North Florida (ASUN),0.0,15-16,559,383,1.46,11.264705882352942,41.0,"2,865",84.3,293,875,"1,168",34.35,"1,000","2,065",454,624,72.8
Iowa St. (Big 12),1.0,15-16,577,398,1.45,11.371428571428572,38.7,"2,862",81.8,304,940,"1,244",35.54,"1,087","2,159",395,563,70.2
Kentucky (SEC),1.0,15-16,512,402,1.27,11.166666666666666,36.6,"2,861",79.5,462,934,"1,396",38.78,"1,028","2,149",561,813,69.0
Monmouth (MAAC),0.0,15-16,443,443,1.0,12.305555555555555,36.6,"2,861",79.5,388,"1,009","1,397",38.81,963,"2,214",653,850,76.8
Washington (Pac-12),0.0,15-16,489,470,1.04,13.823529411764708,33.1,"2,853",83.9,473,883,"1,356",39.88,964,"2,264",676,932,72.5
Gonzaga (WCC),1.0,15-16,502,418,1.2,11.61111111111111,38.0,"2,840",78.9,382,"1,044","1,426",39.61,"1,011","2,082",537,708,75.8
Marshall (CUSA),0.0,15-16,554,424,1.31,12.848484848484848,33.7,"2,838",86.0,341,889,"1,230",37.27,"1,017","2,183",472,681,69.3
Texas A&M (SEC),1.0,15-16,613,447,1.37,12.08108108108108,34.1,"2,828",76.4,477,983,"1,460",39.46,991,"2,208",565,841,67.2
ETSU (SoCon),0.0,15-16,447,462,0.97,12.833333333333334,37.8,"2,813",78.1,376,925,"1,301",36.14,984,"2,135",550,774,71.1
Michigan St. (Big Ten),1.0,15-16,719,416,1.73,11.885714285714286,43.4,"2,793",79.8,427,"1,027","1,454",41.54,"1,009","2,078",454,623,72.9
Creighton (Big East),0.0,15-16,537,406,1.32,11.6,35.2,"2,787",79.6,334,965,"1,299",37.11,979,"2,081",546,780,70.0
Valparaiso (Horizon),0.0,15-16,526,479,1.1,12.945945945945946,35.9,"2,782",75.2,468,"1,066","1,534",41.46,964,"2,178",556,769,72.3
VCU (Atlantic 10),1.0,15-16,517,414,1.25,11.5,35.2,"2,781",77.3,447,900,"1,347",37.42,"1,010","2,238",499,721,69.2
Saint Joseph's (Atlantic 10),1.0,15-16,534,362,1.48,10.055555555555555,32.7,"2,780",77.2,364,"1,014","1,378",38.28,976,"2,153",577,806,71.6
Utah (Pac-12),1.0,15-16,557,451,1.24,12.52777777777778,36.6,"2,778",77.2,347,985,"1,332",37.0,977,"2,000",551,764,72.1
Vermont (America East),0.0,15-16,495,490,1.01,13.243243243243244,38.3,"2,774",75.0,343,979,"1,322",35.73,986,"2,051",547,772,70.9
Eastern Wash. (Big Sky),0.0,15-16,449,381,1.18,11.205882352941176,38.5,"2,769",81.4,319,814,"1,133",33.32,961,"1,989",491,719,68.3
UT Arlington (Sun Belt),0.0,15-16,590,482,1.22,13.771428571428572,32.6,"2,762",78.9,520,"1,010","1,530",43.71,956,"2,250",543,780,69.6
The Citadel (SoCon),0.0,15-16,498,441,1.13,13.78125,32.3,"2,753",86.0,404,753,"1,157",36.16,938,"2,249",514,705,72.9
West Virginia (Big 12),1.0,15-16,510,498,1.02,14.228571428571428,32.5,"2,749",78.5,558,822,"1,380",39.43,943,"2,102",654,972,67.3
Ohio (MAC),0.0,15-16,487,414,1.18,11.82857142857143,38.6,"2,746",78.5,289,963,"1,252",35.77,937,"1,993",576,759,75.9
Austin Peay (OVC),1.0,15-16,479,502,0.95,13.944444444444445,34.6,"2,740",76.1,422,904,"1,326",36.83,945,"2,049",627,936,67.0
Southern California (Pac-12),1.0,15-16,504,415,1.21,12.205882352941176,38.7,"2,737",80.5,401,936,"1,337",39.32,982,"2,137",507,750,67.6
Xavier (Big East),1.0,15-16,548,429,1.28,12.617647058823527,36.3,"2,737",80.5,436,955,"1,391",40.91,928,"2,054",626,857,73.0
Arizona (Pac-12),1.0,15-16,486,442,1.1,13.0,38.1,"2,735",80.4,394,973,"1,367",40.21,946,"1,970",622,863,72.1
Omaha (Summit League),0.0,15-16,460,413,1.11,12.90625,33.7,"2,729",85.3,340,792,"1,132",35.38,953,"2,023",621,833,74.5
Stetson (ASUN),0.0,15-16,519,418,1.24,12.294117647058824,36.4,"2,729",80.3,331,884,"1,215",35.74,962,"2,126",523,725,72.1
SFA (Southland),1.0,15-16,636,411,1.55,12.088235294117649,36.3,"2,728",80.2,405,785,"1,190",35.0,972,"2,034",515,701,73.5
Purdue (Big Ten),1.0,15-16,615,424,1.45,12.114285714285714,36.7,"2,726",77.9,407,"1,037","1,444",41.26,960,"2,042",538,723,74.4
Maryland (Big Ten),1.0,15-16,492,458,1.07,12.72222222222222,36.1,"2,725",75.7,319,945,"1,264",35.11,943,"1,942",572,744,76.9
Morehead St. (OVC),0.0,15-16,533,464,1.15,12.54054054054054,36.3,"2,720",73.5,541,839,"1,380",37.3,974,"2,219",557,801,69.5
Buffalo (MAC),1.0,15-16,441,475,0.93,13.571428571428571,33.9,"2,709",77.4,425,936,"1,361",38.89,915,"2,096",616,867,71.0
UC Irvine (Big West),0.0,15-16,568,471,1.21,12.394736842105264,37.0,"2,706",71.2,370,"1,046","1,416",37.26,977,"2,128",511,752,68.0
Louisiana (Sun Belt),0.0,15-16,433,425,1.02,12.5,31.0,"2,706",79.6,485,925,"1,410",41.47,931,"2,099",622,891,69.8
Notre Dame (ACC),1.0,15-16,480,359,1.34,9.97222222222222,37.4,"2,704",75.1,381,884,"1,265",35.14,972,"2,042",498,671,74.2
Duquesne (Atlantic 10),0.0,15-16,531,473,1.12,13.911764705882351,36.5,"2,704",79.5,347,985,"1,332",39.18,950,"2,056",482,698,69.1
FGCU (ASUN),1.0,15-16,483,438,1.1,12.514285714285714,35.3,"2,703",77.2,417,"1,005","1,422",40.63,"1,008","2,106",501,778,64.4
Purdue Fort Wayne (Summit League),0.0,15-16,512,417,1.23,12.264705882352942,41.0,"2,701",79.4,342,888,"1,230",36.18,932,"2,017",483,671,72.0
Colorado St. (Mountain West),0.0,15-16,455,395,1.15,11.617647058823527,36.4,"2,700",79.4,442,917,"1,359",39.97,878,"2,067",618,861,71.8
Akron (MAC),0.0,15-16,507,381,1.33,10.885714285714286,38.3,"2,682",76.6,373,937,"1,310",37.43,911,"2,111",451,659,68.4
Hofstra (CAA),0.0,15-16,510,406,1.26,11.941176470588236,35.6,"2,681",78.9,402,925,"1,327",39.03,914,"2,050",564,818,68.9
Florida (SEC),0.0,15-16,481,405,1.19,11.25,31.9,"2,677",74.4,470,967,"1,437",39.92,930,"2,184",559,864,64.7
Columbia (Ivy League),0.0,15-16,519,379,1.37,10.82857142857143,37.6,"2,670",76.3,366,875,"1,241",35.46,899,"1,987",536,745,71.9
Weber St. (Big Sky),1.0,15-16,481,462,1.04,13.2,36.9,"2,662",76.1,300,"1,002","1,302",37.2,909,"1,888",553,821,67.4
Siena (MAAC),0.0,15-16,492,546,0.9,16.058823529411764,36.8,"2,659",78.2,455,907,"1,362",40.06,929,"1,992",586,812,72.2
Michigan (Big Ten),1.0,15-16,537,348,1.54,9.666666666666666,38.0,"2,656",73.8,290,862,"1,152",32.0,947,"2,048",420,569,73.8
Florida St. (ACC),0.0,15-16,453,441,1.03,12.970588235294118,34.1,"2,652",78.0,389,868,"1,257",36.97,948,"2,042",536,771,69.5
Chattanooga (SoCon),1.0,15-16,504,437,1.15,12.485714285714286,35.9,"2,652",75.8,381,861,"1,242",35.49,897,"1,963",596,811,73.5
Butler (Big East),1.0,15-16,468,335,1.4,10.151515151515152,39.3,"2,638",79.9,366,819,"1,185",35.91,918,"1,969",566,774,73.1
Belmont (OVC),0.0,15-16,544,450,1.21,14.0625,36.3,"2,638",82.4,271,832,"1,103",34.47,914,"1,848",472,651,72.5
Georgia Tech (ACC),0.0,15-16,487,403,1.21,11.194444444444445,35.7,"2,635",73.2,469,927,"1,396",38.78,965,"2,150",492,681,72.2
Miami (FL) (ACC),1.0,15-16,438,383,1.14,10.942857142857145,37.5,"2,633",75.2,330,869,"1,199",34.26,907,"1,895",578,772,74.9
